0	0	0	0
0	1	0	0
0	2	0	0
0	3	0	0
0	4	0	0
0	5	0	0
0	6	0	0
0	7	0	0
0	8	0	0
0	9	0	0
0	10	0	0
0	11	0	0
0	12	0	0
0	13	0	0
0	14	0	0
0	15	0	0
0	16	0	0
0	17	0	0
0	18	0	0
0	19	0	0
0	20	0	0
0	21	0	0
0	22	0	0
0	23	0	0
0	24	0	0
0	25	0	0
0	26	0	0
0	27	0	0
0	28	0	0
0	29	0	0
0	30	0	0
0	31	0	0
0	32	0	0
0	33	0	0
0	34	0	0
0	35	0	0
0	36	0	0
0	37	0	0
0	38	0	0
0	39	0	0
0	40	0	0
0	41	0	0
0	42	0	0
0	43	0	0
0	44	0	0
0	45	0	0
0	46	0	0
0	47	0	0
0	48	0	0
0	49	0	0
0	50	0	0
0	51	0	0
0	52	0	0
0	53	0	0
0	54	0	0
0	55	0	0
0	56	0	0
0	57	0	0
0	58	0	0
0	59	0	0
0	60	0	0
0	61	0	0
0	62	0	0
0	63	0	0
0	64	0	0
0	65	0	0
0	66	0	0
0	67	0	0
0	68	0	0
0	69	0	0
0	70	0	0
0	71	0	0
0	72	0	0
0	73	0	0
0	74	0	0
0	75	0	0
0	76	0	0
0	77	0	0
0	78	0	0
0	79	0	0
0	80	0	0
0	81	0	0
0	82	0	0
0	83	0	0
0	84	0	0
0	85	0	0
0	86	0	0
0	87	0	0
0	88	0	0
0	89	0	0
0	90	0	0
0	91	0	0
0	92	0	0
0	93	0	0
0	94	0	0
0	95	0	0
0	96	0	0
0	97	0	0
0	98	0	0
0	99	0	0
0	100	0	0
0	101	0	0
0	102	0	0
0	103	0	0
0	104	0	0
0	105	0	0
0	106	0	0
0	107	0	0
0	108	0	0
0	109	0	0
0	110	0	0
0	111	0	0
0	112	0	0
0	113	0	0
0	114	0	0
0	115	0	0
0	116	0	0
0	117	0	0
0	118	0	0
0	119	0	0
0	120	0	0
0	121	0	0
0	122	0	0
0	123	0	0
0	124	0	0
0	125	0	0
0	126	0	0
0	127	0	0

1	0	0	0
1	1	-2.16005e-49	-2.16005e-49
1	2	-1.23371e-48	-1.23371e-48
1	3	-6.71999e-48	-6.71999e-48
1	4	-3.59114e-47	-3.59114e-47
1	5	-1.88388e-46	-1.88388e-46
1	6	-9.69868e-46	-9.69868e-46
1	7	-4.89861e-45	-4.89861e-45
1	8	-2.42658e-44	-2.42658e-44
1	9	-1.1785e-43	-1.1785e-43
1	10	-5.60961e-43	-5.60961e-43
1	11	-2.61604e-42	-2.61604e-42
1	12	-1.19483e-41	-1.19483e-41
1	13	-5.34262e-41	-5.34262e-41
1	14	-2.33785e-40	-2.33785e-40
1	15	-1.00073e-39	-1.00073e-39
1	16	-4.18863e-39	-4.18863e-39
1	17	-1.71355e-38	-1.71355e-38
1	18	-6.84846e-38	-6.84846e-38
1	19	-2.67278e-37	-2.67278e-37
1	20	-1.01812e-36	-1.01812e-36
1	21	-3.78345e-36	-3.78345e-36
1	22	-1.3709e-35	-1.3709e-35
1	23	-4.84095e-35	-4.84095e-35
1	24	-1.66503e-34	-1.66503e-34
1	25	-5.57495e-34	-5.57495e-34
1	26	-1.81609e-33	-1.81609e-33
1	27	-5.75245e-33	-5.75245e-33
1	28	-1.77063e-32	-1.77063e-32
1	29	-5.2928e-32	-5.2928e-32
1	30	-1.53551e-31	-1.53551e-31
1	31	-4.32055e-31	-4.32055e-31
1	32	-1.1783e-30	-1.1783e-30
1	33	-3.11245e-30	-3.11245e-30
1	34	-7.95747e-30	-7.95747e-30
1	35	-1.96771e-29	-1.96771e-29
1	36	-4.70269e-29	-4.70269e-29
1	37	-1.08545e-28	-1.08545e-28
1	38	-2.41783e-28	-2.41783e-28
1	39	-5.19362e-28	-5.19362e-28
1	40	-1.07501e-27	-1.07501e-27
1	41	-2.14254e-27	-2.14254e-27
1	42	-4.10859e-27	-4.10859e-27
1	43	-7.57506e-27	-7.57506e-27
1	44	-1.34185e-26	-1.34185e-26
1	45	-2.28219e-26	-2.28219e-26
1	46	-3.72455e-26	-3.72455e-26
1	47	-5.82966e-26	-5.82966e-26
1	48	-8.74778e-26	-8.74778e-26
1	49	-1.25823e-25	-1.25823e-25
1	50	-1.7349e-25	-1.7349e-25
1	51	-2.29439e-25	-2.29439e-25
1	52	-2.91339e-25	-2.91339e-25
1	53	-3.55852e-25	-3.55852e-25
1	54	-4.1929e-25	-4.1929e-25
1	55	-4.78522e-25	-4.78522e-25
1	56	-5.31873e-25	-5.31873e-25
1	57	-5.79658e-25	-5.79658e-25
1	58	-6.24141e-25	-6.24141e-25
1	59	-6.68868e-25	-6.68868e-25
1	60	-7.17572e-25	-7.17572e-25
1	61	-7.72991e-25	-7.72991e-25
1	62	-8.35958e-25	-8.35958e-25
1	63	-9.04948e-25	-9.04948e-25
1	64	-9.76121e-25	-9.76121e-25
1	65	-1.04374e-24	-1.04374e-24
1	66	-1.10081e-24	-1.10081e-24
1	67	-1.13996e-24	-1.13996e-24
1	68	-1.15439e-24	-1.15439e-24
1	69	-1.13898e-24	-1.13898e-24
1	70	-1.09141e-24	-1.09141e-24
1	71	-1.01285e-24	-1.01285e-24
1	72	-9.08167e-25	-9.08167e-25
1	73	-7.85248e-25	-7.85248e-25
1	74	-6.53767e-25	-6.53767e-25
1	75	-5.23534e-25	-5.23534e-25
1	76	-4.02958e-25	-4.02958e-25
1	77	-2.97981e-25	-2.97981e-25
1	78	-2.11671e-25	-2.11671e-25
1	79	-1.4444e-25	-1.4444e-25
1	80	-9.47001e-26	-9.47001e-26
1	81	-5.9672e-26	-5.9672e-26
1	82	-3.615e-26	-3.615e-26
1	83	-2.10642e-26	-2.10642e-26
1	84	-1.18109e-26	-1.18109e-26
1	85	-6.37573e-27	-6.37573e-27
1	86	-3.31521e-27	-3.31521e-27
1	87	-1.66133e-27	-1.66133e-27
1	88	-8.02788e-28	-8.02788e-28
1	89	-3.74274e-28	-3.74274e-28
1	90	-1.6845e-28	-1.6845e-28
1	91	-7.32313e-29	-7.32313e-29
1	92	-3.077e-29	-3.077e-29
1	93	-1.25033e-29	-1.25033e-29
1	94	-4.9164e-30	-4.9164e-30
1	95	-1.87182e-30	-1.87182e-30
1	96	-6.90463e-31	-6.90463e-31
1	97	-2.46911e-31	-2.46911e-31
1	98	-8.56496e-32	-8.56496e-32
1	99	-2.88375e-32	-2.88375e-32
1	100	-9.42966e-33	-9.42966e-33
1	101	-2.99635e-33	-2.99635e-33
1	102	-9.25761e-34	-9.25761e-34
1	103	-2.78265e-34	-2.78265e-34
1	104	-8.14164e-35	-8.14164e-35
1	105	-2.32003e-35	-2.32003e-35
1	106	-6.44218e-36	-6.44218e-36
1	107	-1.74402e-36	-1.74402e-36
1	108	-4.60541e-37	-4.60541e-37
1	109	-1.18684e-37	-1.18684e-37
1	110	-2.98629e-38	-2.98629e-38
1	111	-7.33982e-39	-7.33982e-39
1	112	-1.76297e-39	-1.76297e-39
1	113	-4.14001e-40	-4.14001e-40
1	114	-9.50898e-41	-9.50898e-41
1	115	-2.13708e-41	-2.13708e-41
1	116	-4.70148e-42	-4.70148e-42
1	117	-1.01284e-42	-1.01284e-42
1	118	-2.13745e-43	-2.13745e-43
1	119	-4.42042e-44	-4.42042e-44
1	120	-8.96172e-45	-8.96172e-45
1	121	-1.78166e-45	-1.78166e-45
1	122	-3.47464e-46	-3.47464e-46
1	123	-6.64936e-47	-6.64936e-47
1	124	-1.24899e-47	-1.24899e-47
1	125	-2.3014e-48	-2.3014e-48
1	126	-4.04297e-49	-4.04297e-49
1	127	0	0

2	0	0	0
